S No.,Title,Decisions,Words
2840,JM Asset Reconstruction Company profits up 142 per cent in H1 2015,"{""JM Asset Reconstruction Company"": ""positive""}",12
4612,"Start exiting positions, have negative bias if Nifty breaches 8,900 : Mitesh Thacker","{""Nifty"": ""negative""}",13
9541,"Sell HDFC with a target of Rs 1,320: Mitesh Thacker","{""HDFC"": ""negative""}",10
9208,"Dalal Street experts see Sensex sinking 1,000 points more","{""Sensex"": ""negative""}",9
9824,Diageo and BAE fall as UK's FTSE backs off from record high,"{""Diageo"": ""negative"", ""BAE"": ""negative"", ""UK's FTSE"": ""negative""}",12
2490,Ajanta Pharma Q3 net profit rises 38% to Rs 85 crore,"{""Ajanta Pharma"": ""positive""}",11
6906,"Duncan Fertilisers acquisition wont have a major impact on JP Associates stock: Fayeza Hafizee, Intime Spectrum Securities","{""Duncan Fertilisers"": ""neutral"", ""JP Associates"": ""neutral"", ""Intime Spectrum Securities"": ""neutral""}",17
7391,Very bullish about current market scenario: Taher Badshah,"{""market"": ""positive""}",8
2850,Liberty Shoes Q2 net up 25.24 per cent at Rs 2.53 crore,"{""Liberty Shoes"": ""positive""}",12
6666,DK Sarraf to become new ONGC head; govt rejects Sudhir Vasudevas extension,"{""ONGC"": ""neutral""}",12
5882,Reliance Infrastructure Q3 Net at Rs 452 crore,"{""Reliance Infrastructure"": ""neutral""}",8
10263,"BPCL, HPCL in red on fuel price cut, rise in global prices","{""BPCL"": ""negative"", ""HPCL"": ""negative""}",12
4453,"Nokia losses narrow to $355 million, shares tumble 9% on sales dip","{""Nokia"": ""negative""}",12
9950,CARE Ratings initiates process to offload PSU bank's stake in the company: Sources,"{""PSU bank"": ""negative"", ""CARE Ratings"": ""neutral""}",13
7422,Bank of Baroda raises $500 mn via bond issue,"{""Bank of Baroda"": ""positive""}",9
9828,"Double whammy for BHEL: Project delays, fall in order inflow a worry","{""BHEL"": ""negative""}",12
6485,"December quarter earnings, macro data to drive markets this week: Experts","{""markets"": ""neutral""}",11
2480,XL Energy bags Rs 130 mn solar power contract;stk up,"{""XL Energy"": ""positive""}",10
6618,Star appoints M K Srinivasan as senior VP for North America,"{""Star"": ""neutral""}",11
2142,Turn positive on Infosys post Q1 show: Gaurav Mehta,"{""Infosys"": ""positive""}",9
5189,"Sensex rangebound ahead of Christmas holiday; Nifty50 holds 7,850","{""Sensex"": ""neutral"", ""Nifty50"": ""neutral""}",9
10439,"CERC order positive for Adani Power, Tata Power, say brokerages","{""Adani Power"": ""positive"", ""Tata Power"": ""positive"", ""CERC"": ""neutral""}",10
2745,"Yes Bank a good stock to invest: Rajesh Jain, Market Strategist","{""Yes Bank"": ""positive""}",11
7254,ETFs outpacing retail stock funds by wide margin,"{""ETF"": ""positive""}",8
3507,Copper futures down on weak global cues,"{""Copper futures"": ""negative""}",7
1680,Right time to get into ITC: Ashwani Gujral,"{""ITC"": ""positive""}",8
4250,"Limited upside seen in Texmaco & Kalindee: Ambareesh Baliga, Market Expert","{""Texmaco"": ""negative"", ""Kalindee"": ""negative""}",11
3148,"Nano price hike a good news for the company: Fayeza Hafizee, Intime Spectrum Securities Ltd","{""Intime Spectrum Securities Ltd"": ""neutral""}",15
8131,JP Infratech is a very very unique project of the country',"{""JP Infratech"": ""positive""}",11
7005,Copper recovers on global cues,"{""Copper"": ""positive""}",5
581,Have stock-specific view on consumer durables space: Hemindra Hazari,"{""consumer durables"": ""neutral""}",9
9663,Gold at 2-week low on easing of import curbs by RBI,"{""Gold"": ""negative""}",11
4071,Sell Hexaware with target price of Rs 109: Prakash Gaba,"{""Hexaware"": ""negative""}",10
3344,"NTPC: Execution delays, fuel availability key concerns","{""NTPC"": ""negative""}",7
7405,ABB India shares jump over 12% on good results,"{""ABB India"": ""positive""}",9
3673,"Broking firms lower earnings estimates for Nifty, Sensex companies","{""Nifty"": ""negative"", ""Sensex"": ""negative""}",9
560,Dollar steadies in Asian markets despite weak GDP data,"{""Dollar"": ""neutral""}",9
5238,"Britain's FTSE rallies, buoyed by banks and retail","{""FTSE"": ""positive"", ""banks"": ""positive"", ""retail"": ""positive""}",8
7806,Force Motors soars 4% post 65% jump in Q2 profits,"{""Force Motors"": ""positive""}",10
513,ABB relying on short-term orders to lower risk,"{""ABB"": ""neutral""}",8
1082,"Franklin Templeton buys record Rs 16,000-crore government securities in a day","{""Franklin Templeton"": ""neutral""}",11
1665,Kingfisher Airlines flies 20% higher on short unwinding,"{""Kingfisher Airlines"": ""positive""}",8
9205,Copper softens in futures trade on weak global cues,"{""Copper"": ""negative""}",9
1932,Blue Star will continue to do better: Sharmila Joshi,"{""Blue Star"": ""positive""}",9
10400,"Auto, realty and bank stocks gain on economic reforms hopes","{""Auto"": ""positive"", ""realty"": ""positive"", ""bank stocks"": ""positive""}",10
1151,NSEL Director Jignesh Shah quizzed again; focus now on broking firms,"{""NSEL"": ""neutral""}",11
2839,Jimmy Choo narrows IPO price range to 140-160 pence a share: Sources,"{""Jimmy Choo"": ""neutral""}",12
5950,What should investors expect from HDFC Q4 results?,"{""HDFC"": ""neutral""}",8
8309,"Dollar near 4-month high as data lifts sentiment, euro wary of ECB","{""Dollar"": ""positive""}",12
8933,Turmoil continues in the mutual fund industry,"{""mutual fund"": ""negative""}",7
10526,"BSE, NSE to suspend share trading of non-compliant companies","{""BSE"": ""neutral"", ""NSE"": ""neutral""}",9
5178,"NSE, BSE caution against trade in over 1900 securities","{""NSE"": ""neutral"", ""BSE"": ""neutral""}",9
831,DSK Developers launches Rs 200 crore public issue of debentures,"{""DSK Developers"": ""neutral""}",10
8312,Expect Maruti stocks to hold up with upcoming product launches: Pramod Gubbi,"{""Maruti"": ""positive""}",12
4753,Broader market likely to outperform; Nifty could further move up by 100-120 points: Ashwani Gujral,"{""Nifty"": ""positive""}",15
10495,"Sensex opens in red, oil & gas, FMCG, tech decline","{""Sensex"": ""negative"", ""oil & gas"": ""negative"", ""FMCG"": ""negative"", ""tech"": ""negative""}",10
10456,"Great Eastern Energy, Shemaroo IPOs among five cleared by Sebi","{""Great Eastern Energy"": ""neutral"", ""Shemaroo"": ""neutral"", ""Sebi"": ""neutral""}",10
636,Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",9
4466,"Promoters take biggest hit of Rs 5,500 crore in DLF share plunge","{""DLF"": ""negative""}",12
6800,"Infosys results, cues on banking reforms to dictate trends for markets next week","{""Infosys"": ""neutral""}",13
7988,Tech Mahindra may turn positive after 580 levels: Mitesh Thacker,"{""Tech Mahindra"": ""positive""}",10
7080,Dollar holds firm ahead of Fed meeting,"{""Dollar"": ""positive""}",7
6967,Wait and watch Monsanto: Sudip Bandyopadhyay,"{""Monsanto"": ""positive""}",6
4143,Bhushan Steel slips 5% on rating downgrade; down 60% since August,"{""Bhushan Steel"": ""negative""}",11
7028,Ashoka Buildcon shares surge over 15%,"{""Ashoka Buildcon"": ""positive""}",6
9184,Brokerages lower Nestle Indias target price on disappointing results,"{""Nestle India"": ""negative""}",9
877,ICICI not very expensive compared to previous cycle: Anish Damania,"{""ICICI"": ""neutral""}",10
4870,"HUL, TCS, Asian Paints, Lupin show resilience in a falling market: CLSA","{""HUL"": ""positive"", ""TCS"": ""positive"", ""Asian Paints"": ""positive"", ""Lupin"": ""positive"", ""CLSA"": ""neutral""}",12
5316,"European shares pause for breath, BoI sinks","{""European shares"": ""negative"", ""BoI"": ""negative""}",7
5223,"Sensex directionless, Nifty holds 7600; top 20 trading ideas","{""Sensex"": ""neutral"", ""Nifty"": ""neutral""}",9
5,"Market seeing patience, if not conviction: Prakash Diwan","{""Market"": ""neutral""}",8
3052,"Smallcap capital goods players stare at big opportunities, look attractive bets: Harendra Kumar","{""capital goods players"": ""positive""}",13
5692,Are markets overplaying Iraq factor? Most likely: Experts,"{""Iraq"": ""neutral""}",8
3125,Anil Ambani Group firm Reliance Infra Q3 net profit jumps 26% at Rs 450 crore,"{""Reliance Infra"": ""positive""}",15
2492,Alembic Pharma Q4 net profit rises 14.74% to Rs 70.33 crore,"{""Alembic Pharma"": ""positive""}",11
3855,Sistema chairman Vladimir Yevtushenkov's house arrest sends stocks crashing,"{""Sistema"": ""negative""}",9
4778,Revision in contract between RasGas and Petronet to benefit tile makers like Kajaria and Prism,"{""Kajaria"": ""positive"", ""Prism"": ""positive""}",15
9908,Sensex loses 305 points: Is it the start of a market meltdown?,"{""Sensex"": ""negative""}",12
7510,Genesys International shareholders' nod for raising Rs 150 cr,"{""Genesys International"": ""positive""}",9
6458,Battery companies an interesing prospect in the coming days: Ajay Bagga,"{""Battery companies"": ""neutral""}",11
6294,"GST isn't a disappointment for market: Gaurav Mehta, Ambit Capital","{""Ambit Capital"": ""neutral""}",10
1149,Nokia India appoints V Sembian as new head of Chennai factory,"{""Nokia India"": ""neutral""}",11
575,"Gold steady near $1,160; US dollar, data in focus","{""Gold"": ""neutral"", ""US dollar"": ""neutral""}",9
3770,"Koutons Retail: High debt, inventory to weigh on co","{""Koutons Retail"": ""negative""}",9
4147,"Bloodbath on Dalal Street, but do not short markets, say analysts","{""markets"": ""neutral""}",11
854,"FTIL, brokers fight to tell 'their side of the story'","{""FTIL"": ""neutral""}",10
10175,"Eros International, Mandhana Industries tank up to 6% after court's verdict on Salman Khan","{""Eros International"": ""negative"", ""Mandhana Industries"": ""negative""}",14
5920,Srei Infrastructure Finance  exploring' Diageo open offer,"{""Srei Infrastructure Finance"": ""neutral""}",8
9359,Unitech net profit slips to Rs 111.36 cr;stk down,"{""Unitech"": ""negative""}",9
6615,Southeast Asia stocks most higher; Philippines retreats after May export drop,"{""Southeast Asia stocks"": ""neutral"", ""Philippines"": ""neutral""}",11
6003,Chinese developers to suffer little from yuan devaluation: S&P,"{""yuan"": ""neutral"", ""S&P"": ""neutral""}",9
9164,Aviva stake buyers walk out of negotiations over valuations,"{""Aviva"": ""negative""}",9
4496,Sell Ultratech Cement with a stop loss of Rs 2500: Mitesh Thacker,"{""Ultratech Cement"": ""negative""}",12
8174,Opto Circuits Q4 net profit up 68% at Rs 111.05 crore,"{""Opto Circuits"": ""positive""}",11
6656,Chinese firm New Crystal Material Holdings appeals against Taiwan regulators over IPO,"{""New Crystal Material Holdings"": ""neutral""}",12
2369,OnMobile expects to raise Rs 47.6 crore through open offer,"{""OnMobile"": ""neutral""}",10
4781,"Absorb the upmove and then buy ICICI Bank, Crompton Greaves and L&T: Ajay Bodke","{""ICICI Bank"": ""positive"", ""Crompton Greaves"": ""positive"", ""L&T"": ""positive""}",14
7993,TV Today Network Q2 up 84% at Rs 24.31 crore,"{""TV Today Network"": ""positive""}",10
2951,"Aptech's roof on the upside is 115 to 117: Ashwani Gujral, Market Strategist","{""Aptech"": ""positive""}",13
5626,Rupee rules steady against dollar at 59.11,"{""Rupee"": ""neutral"", ""dollar"": ""neutral""}",7
6972,Maize futures gain 2.68 per cent,"{""Maize"": ""positive""}",6
8717,Switch out of Piramal: Deepak Mohoni,"{""Piramal"": ""negative""}",6
1842,Bharat' linked stocks can become multibaggers: Experts,"{""Bharat"": ""positive""}",7
5987,Bond market expects US Fed to wait till March,"{""US Fed"": ""neutral""}",9
538,Brokerages have mixed views on Wipro post Q4 results,"{""Wipro"": ""neutral""}",9
2807,Fiscal deficit of 4.8% GDP very prudent signal from govt: Axis Bank,"{""Axis Bank"": ""neutral""}",12
5802,"June 16, 2014: Mecklai Financial report on Rupee","{""Mecklai Financial"": ""neutral"", ""Rupee"": ""neutral""}",8
5597,NSE group firm launches Quality 30 index,"{""NSE"": ""neutral""}",7
7207,Amtek Auto shoots up 54% after management clarification,"{""Amtek Auto"": ""positive""}",8
7344,Regulatory steps will improve banking sector: BP Singh,"{""banking sector"": ""positive""}",8
7561,LIC stake in Axis Bank crosses 10 per cent,"{""LIC"": ""positive"", ""Axis Bank"": ""neutral""}",9
8097,Havells Q2 Net up 1 per cent to Rs 113 crore,"{""Havells"": ""positive""}",11
785,"Yuan flat, central bank signals stability with steady midpoint","{""Yuan"": ""neutral""}",9
1410,IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India,"{""IBJA"": ""neutral"", ""EY"": ""neutral""}",15
155,Sandip Bansal joins Religare Capital Markets,"{""Religare Capital Markets"": ""neutral""}",6
7807,"Force Motors, others surge on BSE revision of circuit limits","{""Force Motors"": ""positive"", ""BSE"": ""neutral""}",10
3010,"Mahindra & Mahindra lags forecast, Q4 net up 6.4% at Rs 606.5 cr","{""Mahindra & Mahindra"": ""positive""}",13
1687,"Trade long on infrastructure stocks: Devang Visaria, Devangvisaria.com","{""infrastructure stocks"": ""positive"", ""Devangvisaria.com"": ""neutral""}",8
4015,"Jaypee Group stocks plunge on high volumes, interest rate scenario","{""Jaypee Group"": ""negative""}",10
7456,CMC's Q3 profit rises 16% to Rs 70.54 crore,"{""CMC"": ""positive""}",9
3864,Sugar futures trade lower by 0.15% on higher supply,"{""Sugar futures"": ""negative""}",9
2734,Vedanta to merge subsidiary Cairn with itself to help ease debt,"{""Vedanta"": ""neutral"", ""Cairn"": ""neutral""}",11
1896,Recommend hold for HDFC Bank: Gaurang Shah,"{""HDFC Bank"": ""neutral""}",7
5443,Initiate trade on IDFC: Mitesh Thacker,"{""IDFC"": ""neutral""}",6
570,Force Motors Q3 net profit at Rs 9.99 crore,"{""Force Motors"": ""neutral""}",9
6710,MCX-SX: Sebi may soon pass order on FTIL's fit & proper status,"{""MCX-SX"": ""neutral"", ""Sebi"": ""neutral"", ""FTIL"": ""neutral""}",12
5855,PACL Bhangoo approaches SAT against Sebi recovery order,"{""PACL Bhangoo"": ""neutral"", ""SAT"": ""neutral"", ""Sebi"": ""neutral""}",8
1817,CIL net profit rises 7.85% in Q1,"{""CIL"": ""positive""}",7
10258,"Australian, New Zealand dollars slide vs sterling on early Scottish vote results","{""Australian"": ""negative"", ""New Zealand dollars"": ""negative"", ""sterling"": ""neutral""}",12
8320,Gillette India Q1 Net up 16.57 per cent at Rs 17.68 crore,"{""Gillette India"": ""positive""}",12
3395,Proceed cautiously in Larsen & Toubro: Jagdish Malkani,"{""Larsen & Toubro"": ""negative""}",8
3328,Avoid taking risks in pharma sector: Nitin Raheja,"{""pharma sector"": ""negative""}",8
10735,"Oil, global markets may weigh on Gulf","{""Oil"": ""neutral"", ""Gulf"": ""neutral""}",7
6103,MT Educare plans IPO for college campus in Karnataka,"{""MT Educare"": ""neutral""}",9
2976,FIIs' interest in India nears peak; top eight stocks from CLSA's model portfolio,"{""CLSA"": ""neutral""}",13
981,Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,"{""Sebi"": ""neutral"", ""UFO Moviez"": ""neutral""}",10
191,Seven rules for investing in penny stocks,"{""penny stocks"": ""neutral""}",7
9332,Sensex falls in-line with emerging markets; feels selling pressure,"{""Sensex"": ""negative""}",9
5089,"Hopeful of Tata Motors, Maruti in auto pack: Dimensions Consulting","{""Tata Motors"": ""positive"", ""Maruti"": ""positive"", ""Dimensions Consulting"": ""neutral""}",10
700,Satisfactory PAT nos from FMCG majors: Networth Stock Broking,"{""FMCG"": ""neutral"", ""Networth Stock Broking"": ""neutral""}",9
10496,"Sensex rangebound, Nifty below 8050; top fifteen stocks in focus","{""Nifty"": ""negative"", ""Sensex"": ""neutral""}",10
607,Jyotivardhan Jaipuria leads exit of senior analysts at BofA-ML,"{""BofA-ML"": ""neutral""}",9
302,Lux Industries lists on NSE at Rs 3342.05,"{""Lux Industries"": ""neutral""}",8
3421,Crisil sees Indian companies' EBITDA margins bottoming out,"{""Indian companies"": ""negative"", ""Crisil"": ""neutral""}",8
10543,European stock slip at open; London FTSE down 0.21%,"{""European stock"": ""positive"", ""London FTSE"": ""positive""}",9
1061,"D-St upset with AAP populist measures, sees no threat to BJP","{""D-St"": ""neutral""}",11
3445,Gold futures decline 0.23% on profit-booking; global cues,"{""Gold"": ""negative""}",8
1070,European Central Bank could fix euro zone flaw with risk-free bond,"{""European Central Bank"": ""neutral""}",11
2206,Cera Sanitaryware Q3 net up 50.18% at Rs 16.16 crore,"{""Cera Sanitaryware"": ""positive""}",10
9436,Eyes on euro zone inflation after Fed tempers dollar rally,"{""euro"": ""negative""}",10
7340,Recommend slow accumulation into IT sector: Harendra Kumar,"{""IT sector"": ""positive""}",8
8209,Shalimar Paints Q2 increases 48.02 per cent to Rs 4.13 crore,"{""Shalimar Paints"": ""positive""}",11
7680,Twitter shares spike as 4Q results fly above expectations,"{""Twitter"": ""positive""}",9
4643,Lakshmi Vilas Bank Q3 net down 76% at Rs 7.42 crore on bad loans,"{""Lakshmi Vilas Bank"": ""negative""}",14
7684,Uflex shares rally nearly 9% post good Q2 show,"{""Uflex"": ""positive""}",9
9008,"Europe subdued, Russia shares tumble on new sanctions","{""Europe"": ""negative"", ""Russia"": ""negative""}",8
7997,Urad climbs by Rs 500 per quintal on tight supply,"{""Urad"": ""positive""}",10
5601,Oberoi Realty IPO price-band quite stretched: Swastika,"{""Oberoi Realty"": ""neutral""}",7
9152,"2014 will remain challenging for Indian banks, say analysts","{""Indian banks"": ""negative""}",9
7023,Brokerage stocks looking good: Hemen Kapadia,"{""Brokerage stocks"": ""positive""}",6
4894,Federal Bank and Karnataka Bank safe bets in PSU banks: Mehraboon Irani,"{""Federal Bank"": ""positive"", ""Karnataka Bank"": ""positive""}",12
226,Network18 names Anuj Gandhi as Group distribution director,"{""Network18"": ""neutral""}",8
3355,New Zealand dollar slips to five-month low,"{""New Zealand dollar"": ""negative""}",7
5896,SEBI lets IDR holders convert 25% into equity,"{""SEBI"": ""neutral""}",8
8755,Commodities market comes back to bite,"{""Commodities market"": ""negative""}",6
3437,"Gold declines on sluggish demand, global cues","{""Gold"": ""negative""}",7
1694,Indraprastha Gas surges as SC rejects PNGRB's plea,"{""Indraprastha Gas"": ""positive""}",8
6894,"Engineering and cap goods companies to benefit if investment cycle in mining, railways happen: Dhiraj Sachdev","{""Engineering and cap goods companies"": ""neutral"", ""mining"": ""neutral"", ""railways"": ""neutral""}",16
1046,China yuan seen to play a bigger role as funding currency,"{""China yuan"": ""neutral""}",11
3447,"Gold imports down in December, says trade body","{""Gold"": ""negative""}",8
8051,Charting Technicals: Investors can expect a multi-year bull run in Wipro,"{""Wipro"": ""positive""}",11
9147,Zinc futures soften 0.67 pc on global cues,"{""Zinc"": ""negative""}",8
10734,"NTPC, Axis revel in Indian credit rally","{""NTPC"": ""positive"", ""Axis"": ""positive""}",7
4736,"Axis Bank, Infosys, Coal India among hot stock picks; banking sector to stand out: ET poll","{""Axis Bank"": ""positive"", ""Infosys"": ""positive"", ""Coal India"": ""positive"", ""banking sector"": ""positive""}",16
4497,Sell Yes Bank Ltd with target price of Rs 290: Ashwani Gujral,"{""Yes Bank Ltd"": ""negative""}",12
1219,Can't take more than 200 points view on the Nifty: Ashwani Gujral,"{""Nifty"": ""neutral""}",12
6016,Did Federal Reserve Janet Yellen just enter currency wars?,"{""Federal Reserve"": ""neutral""}",9
9720,NFL stock tanks 5%; issue subscribed 24 pc in early trade,"{""NFL"": ""negative""}",11
3988,"Hong Kong shares close down on weak financials, mainland fall","{""Hong Kong shares"": ""negative""}",10
4912,"Pre-market: Nifty seen opening flat; ITC, SBI eyed ahead of Q4 results","{""Nifty"": ""neutral"", ""ITC"": ""neutral"", ""SBI"": ""neutral""}",12
9493,"Liquidity overhang hits SBI margin, net flat at Rs 2,479cr","{""SBI"": ""negative""}",10
4494,Sell Tata Steel at a stop loss of Rs 518: Sandeep Wagle,"{""Tata Steel"": ""negative""}",12
6945,Pistachio gains on festive demand,"{""Pistachio"": ""positive""}",5
5700,Avon India appoints R M Sirbu Managing Director,"{""Avon India"": ""neutral""}",8
8353,JP Associates is a decent buy closer to 60-62 levels: Ambareesh Baliga,"{""JP Associates"": ""positive""}",12
957,RBI governor may shift focus to government bonds from rupee,"{""RBI"": ""neutral""}",10
2870,"NPCIL rides corporate bond wave, to raise up to Rs 2,500 crore","{""NPCIL"": ""neutral""}",12
4434,Large cap stocks have not seen correction post Q1 results: Deepak Shenoy,"{""Large cap stocks"": ""negative""}",12
4974,"Expecting corrections in FMCG, IT & auto: Ashit Suri, JV Capital","{""FMCG"": ""positive"", ""IT"": ""positive"", ""auto"": ""positive"", ""JV Capital"": ""neutral""}",11
2962,Consistent performance behind Bajaj Finance's premium valuations; stock a long-term play: Deven Choksey,"{""Bajaj Finance"": ""positive""}",13
2201,"Calculus: Recovery in China, new models may help Tata Motors","{""Tata Motors"": ""positive""}",10
99,Sebi notifies new ESOP regulations,"{""Sebi"": ""neutral""}",5
10591,"Shares cautious on Ukraine anxiety; China, India lead gains","{""China"": ""positive"", ""India"": ""positive"", ""Shares"": ""negative""}",9
2558,Eicher's profit jumps 63 pc to Rs 107 cr in July-September,"{""Eicher"": ""positive""}",11
8446,25% minimum upside in the South India Bank over one year: Angel Broking,"{""South India Bank"": ""positive"", ""Angel Broking"": ""neutral""}",13
4200,"Falling prices, quality concerns, NSEL scam hampers trading of rubber futures","{""NSEL"": ""negative""}",11
9638,Don't recommend buying in IT space at current levels: Sandip Sabharwal,"{""IT space"": ""negative""}",11
5540,Geometric appoints Parth Gandhi as Non-Executive Director,"{""Geometric"": ""neutral""}",7
1649,Top nine trading strategies in a rising market,"{""market"": ""positive""}",8
9889,Sanofi India Q4 net down 44.22 per cent at Rs 51.7 crore,"{""Sanofi India"": ""negative""}",12
6198,"Tata Sons appoints Sunil Sinha Resident Director, MENA region","{""Tata Sons"": ""neutral""}",9
6296,Harish Bhat to be member-Group Executive Council of Tata Sons,"{""Tata Sons"": ""neutral""}",10
4500,Siemens net slump 90 pc to Rs 29.9 cr in March qtr,"{""Siemens"": ""negative""}",12
1155,"Post RBI surprise, LKP Securities seven big ideas for next quarter","{""RBI"": ""neutral"", ""LKP Securities"": ""neutral""}",11
2256,Festive time: Jewellery makers rally upto 48% ahead of Diwali,"{""Jewellery makers"": ""positive""}",10
9875,Polaris Financial Technology slips over 21% as the stock goes ex-demerger today,"{""Polaris Financial Technology"": ""negative""}",12
3171,FIPB approval would be a key trigger for HDFC Bank's stock: Mayuresh Joshi of Angel Broking,"{""HDFC Bank"": ""positive""}",16
7401,Yes Bank performed better than expectation: Ambareesh Baliga,"{""Yes Bank"": ""positive""}",8
10249,Asia forex rattled by Federal Reserve rates view; ringgit at four-month low,"{""Asia forex"": ""negative"", ""ringgit"": ""negative""}",12
7159,Satyam soars 10% on tax row settlement,"{""Satyam"": ""positive""}",7
3109,"Rajan pulls off a surprise, cuts repo rate by 50 basis points, stocks rally","{""stocks"": ""positive""}",14
4549,Cost imposed on Sebi not warranted: Supreme Court to the Securities Appellate Tribunal,"{""Sebi"": ""neutral""}",13
5424,"Mecklai Financial Report: September 11, 2014","{""Mecklai Financial"": ""neutral""}",6
2050,Mindtree shares hit 52-week high on strong Q1 numbers,"{""Mindtree"": ""positive""}",9
9209,Dhanlaxmi Bank posts Rs 11.8 crore loss for April-June,"{""Dhanlaxmi Bank"": ""negative""}",9
8816,Chilli futures weaken 1.55 pc on profit-booking,"{""Chilli"": ""negative""}",7
10536,"Dow closes at new record as Intel, IBM gain","{""Dow"": ""positive"", ""Intel"": ""positive"", ""IBM"": ""positive""}",9
263,"April 16, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral""}",8
4062,Risk to reward ratio looks unattractive in Indian markets: CLSA,"{""Indian markets"": ""negative"", ""CLSA"": ""neutral""}",10
5535,FMC open to restarting sugar futures trading,"{""FMC"": ""neutral"", ""sugar futures"": ""neutral""}",7
6617,"SREI Infrastructure to raise up to Rs 1,500 crore via NCDs","{""SREI Infrastructure"": ""neutral""}",11
8121,Infotech Enterprises: Investors should use the correction to buy the stock,"{""Infotech Enterprises"": ""positive""}",11
8156,MTNL well placed for a next probable upmove: Aditya Birla Money,"{""MTNL"": ""positive"", ""Aditya Birla Money"": ""neutral""}",11
1803,Heres how to double your money on crude,"{""crude"": ""positive""}",8
4737,"Axis, Kotak Mahindra Bank look good bets with 6-12 months view; further downside unlikely: Rajat Sharma","{""Axis"": ""positive"", ""Kotak Mahindra Bank"": ""positive""}",16
2386,Polaris rallies as tech majors make beeline for controlling stake,"{""Polaris"": ""positive""}",10
6695,Investors should go for judicious mix of defensives and cyclicals: Ajay Bodke,"{""defensives"": ""neutral"", ""cyclicals"": ""neutral""}",12
5760,"February 3, 2014: Mecklai Financial report on rupee","{""Mecklai Financial"": ""neutral"", ""rupee"": ""neutral""}",8
1960,Deutsche Bank and Diageo outperform weaker European stock markets,"{""Deutsche Bank"": ""positive"", ""Diageo"": ""positive""}",9
2977,FMCGs are a good bet on revival of the Indian economy: Dipan Mehta,"{""FMCG"": ""positive""}",13
8681,Wheat futures down on profit-booking,"{""Wheat"": ""negative""}",5
1844,Restructuring helps Bata India stay a step ahead,"{""Bata India"": ""positive""}",8
1735,"Post-correction, buyers return to gold stores","{""gold"": ""positive""}",6
2912,Sistema deal will help RCom launch 4G services later on: Nitin Soni,"{""RCom"": ""positive"", ""Sistema"": ""neutral""}",12
8339,"IFC sells Masala Re Bonds; raises Rs 1,000 cr for Axis Bank","{""IFC"": ""positive"", ""Axis Bank"": ""neutral""}",12
1987,"FPIs stay bullish on India despite China, US worries","{""India"": ""positive"", ""China"": ""negative"", ""US"": ""negative""}",9
9562,Telcos weighed down due to ongoing spectrum auctions: Deven Choksey,"{""Telcos"": ""negative""}",10
6547,"Market driven by expectation of a reformist government, says Vijai Mantri","{""Market"": ""neutral""}",11
7099,Gruh Finance Q1 Net profit up 26%,"{""Gruh Finance"": ""positive""}",7
2812,Godfrey Philips rallies over 6% as IDFC MF buys 2.5 lakh shares,"{""Godfrey Philips"": ""positive""}",12
660,Oil steady around $114 as Iraq exports in focus,"{""Oil"": ""neutral""}",9
9987,"Outlook for most defence stocks not sunny: G Chokkalingam, Equinomics Research & Advisory","{""defence stocks"": ""negative"", ""Equinomics Research & Advisory"": ""neutral""}",13
2512,"Bharat Forge looks rich in valuations, further corrections likely: Sudip Bandopadhyay","{""Bharat Forge"": ""positive""}",11
4283,Q1 earnings: Aurobindo Pharma net loss seen at Rs 65 cr,"{""Aurobindo Pharma"": ""neutral""}",11
9340,Slumps at Volkswagen and RSA weigh on European shares,"{""Volkswagen"": ""negative""}",9
8801,Bond yields fall slightly; liquidity in focus,"{""Bond yields"": ""negative""}",7
6288,Gateway Distriparks arm Snowman Logistics plans Rs 200 crore IPO,"{""Gateway Distriparks"": ""neutral"", ""Snowman Logistics"": ""neutral""}",10
1931,Birla Power Solutions to raise $100 million; stock up,"{""Birla Power Solutions"": ""positive""}",9
7126,Lower subsidy burden to boost OMCs growth,"{""OMCs"": ""positive""}",7
198,Oil ends steady in thin trade,"{""Oil"": ""neutral""}",6
7778,"Deal with Adidas will benefit Lovable: Phani Shekhar, Angel Broking","{""Lovable"": ""positive"", ""Adidas"": ""neutral"", ""Angel Broking"": ""neutral""}",10
2932,TV Today Network Q3 jumps 34.46 per cent to Rs 20.64 crore,"{""TV Today Network"": ""positive""}",12
8005,VIP Industries Q1 Net up 16.52% at Rs 26.8 crore,"{""VIP Industries"": ""positive""}",10
2328,Lodestone deal much needed inorganic booster for Infosys: Prabhudas Lilladher,"{""Infosys"": ""positive"", ""Lodestone"": ""neutral""}",10
4390,"Defensives go on the back foot; steep valuations hurt ITC, Sun Pharma","{""ITC"": ""negative"", ""Sun Pharma"": ""negative""}",12
8959,Be prepared for 5-10% decline in markets: Experts,"{""markets"": ""negative""}",8
4219,Gold extends losses for 3rd day on subdued demand; global cues,"{""Gold"": ""negative""}",11
203,OBC may go for FPO post-capital infusion,"{""OBC"": ""neutral""}",7
3511,Copper softens on global cues,"{""Copper"": ""negative""}",5
